"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0134009M";"Université";"MCF";56;"56-Développement, croissance et prévention";"Odontologie";"Odontologie";8
"0134009M";"Université";"MCF";57;"57-Chirurgie orale - parondontologie - biologie orale";"Odontologie";"Odontologie";5
"0134009M";"Université";"MCF";58;"58-Réhabilitation orale";"Odontologie";"Odontologie";17
"0134009M";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";41
"0134009M";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";27
"0134009M";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";37
"0134009M";"Université";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";44
"0134009M";"Université";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";34
"0134009M";"Université";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";40
"0134009M";"Université";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";9
"0134009M";"Université";"MCF";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";63
"0134009M";"Université";"MCF";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";9
"0134009M";"Université";"MCF";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";34
"0134009M";"Université";"MCF";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";26
"0134009M";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";24
"0134009M";"Université";"MCF";72;"72-Epistémologie, histoire des sciences et des techniques";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0134009M";"Université";"MCF";73;"73-Cultures et langues régionales";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0134009M";"Université";"MCF";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";31
"0134009M";"Université";"MCF";80;"80-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(bi-appartenants)";"Pharmacie";2
"0134009M";"Université";"MCF";81;"81-Sciences du médicament et des autres produits de santé";"Pharmacie(bi-appartenants)";"Pharmacie";12
"0134009M";"Université";"MCF";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";8
"0134009M";"Université";"MCF";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";16
"0134009M";"Université";"MCF";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";14
"0134009M";"Université";"MCF";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";20
"0134009M";"Université";"PR";0;"0-Sans discipline";"Sans discipline";"Personnel des grands établissements";9
"0134009M";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";29
"0134009M";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";30
"0134009M";"Université";"PR";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";4
"0134009M";"Université";"PR";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";1
"0134009M";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";32
"0134009M";"Université";"PR";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";31
"0134009M";"Université";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";11
"0134009M";"Université";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";4
"0134009M";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";10
"0134009M";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";3
"0134009M";"Université";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";13
"0134009M";"Université";"PR";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";3
"0134009M";"Université";"PR";13;"13-Etudes slaves et baltes";"Langues et littératures";"Lettres et sciences humaines";2
"0134009M";"Université";"PR";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";14
"0134009M";"Université";"PR";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";7
"0134009M";"Université";"PR";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";26
"0134009M";"Université";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";6
"0134009M";"Université";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";8
"0134009M";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";5
"0134009M";"Université";"PR";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";5
"0134009M";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";12
"0134009M";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";15
"0134009M";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";8
"0134009M";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";5
"0134009M";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";29
"0134009M";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";22
"0134009M";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";32
"0134009M";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";27
"0134009M";"Université";"PR";29;"29-Constituants élémentaires";"Physique";"Sciences";19
"0134009M";"Université";"PR";30;"30-Milieux dilués et optique";"Physique";"Sciences";15
"0134009M";"Université";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";21
"0134009M";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";17
"0134009M";"Université";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";7
"0134009M";"Université";"PR";34;"34-Astronomie, astrophysique";"Sciences de la terre";"Sciences";5
"0134009M";"Université";"PR";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";9
"0134009M";"Université";"PR";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";2
"0134009M";"Université";"PR";37;"37-Météorologie, océanographie physique et physique de l'environnement";"Sciences de la terre";"Sciences";3
"0134009M";"Université";"PR";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";9
"0134009M";"Université";"PR";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";15
"0134009M";"Université";"PR";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";14
"0134009M";"Université";"PR";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";12
"0134009M";"Université";"PR";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";13
"0134009M";"Université";"PR";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";23
"0134009M";"Université";"PR";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";16
"0134009M";"Université";"PR";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";19
"0134009M";"Université";"PR";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";17
"0134009M";"Université";"PR";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";28
"0134009M";"Université";"PR";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";23
"0134009M";"Université";"PR";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";12
"0134009M";"Université";"PR";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";25
"0134009M";"Université";"PR";55;"55-Pathologie de la tête et du cou";"Médecine";"Médecine";10
"0134009M";"Université";"PR";56;"56-Développement, croissance et prévention";"Odontologie";"Odontologie";3
"0134009M";"Université";"PR";57;"57-Chirurgie orale - parondontologie - biologie orale";"Odontologie";"Odontologie";1
"0134009M";"Université";"PR";58;"58-Réhabilitation orale";"Odontologie";"Odontologie";6
"0134009M";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";23
"0134009M";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";8
"0134009M";"Université";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";15
"0134009M";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";19
"0134009M";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";14
"0134009M";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";17
"0134009M";"Université";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";14
"0134009M";"Université";"PR";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";3
"0134009M";"Université";"PR";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";13
"0134009M";"Université";"PR";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";10
"0134009M";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";6
"0134009M";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";11
"0134009M";"Université";"PR";81;"81-Sciences du médicament et des autres produits de santé";"Pharmacie(bi-appartenants)";"Pharmacie";6
"0134009M";"Université";"PR";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";8
"0134009M";"Université";"PR";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";4
"0134009M";"Université";"PR";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";4
"0134009M";"Université";"PR";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";3
"0141408E";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";24
"0141408E";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";13
"0141408E";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";4
"0141408E";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";25
"0141408E";"Université";"MCF";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";37
"0141408E";"Université";"MCF";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";10
